testId,FN,picFN,wordFN,faceFN,FP,picFP,wordFP,faceFP,TN,picTN,wordTN,faceTN,TP,picTP,pic-accuracy,wordTP,faceTP,video,diffCalm,diffHappy,CalmLevel,PositiveLevel,calm minus positive,userId,age,gender,englishLevel,hand,FP+TN,FN+TP
207,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,stress2,2,0,9,8,1,81,35,female,native language,right,1,1
209,0.111111111,0,0,0.333333333,0.380952381,0.714285714,0.142857143,0.285714286,0.619047619,0.285714286,0.857142857,0.714285714,0.888888889,1,1,1,0.666666667,calm,-1,1,8,9,-1,81,35,female,native language,right,1,1
211,0.111111111,0,0,0.333333333,0.333333333,1,0,0,0.666666667,0,1,1,0.888888889,1,1,1,0.666666667,calm,-1,2,1,9,-8,82,52,female,native language,right,1,1
214,0,0,0,0,0.285714286,1,0,0,0.714285714,0,1,1,1,1,1,1,1,stress1,7,-7,8,2,6,82,52,female,native language,right,1,1
216,0,0,0,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0.333333333,0.666666667,1,1,1,1,1,1,stress2,0,0,8,2,6,82,52,female,native language,right,1,1
213,0,0,0,0,0.142857143,0.5,0,0,0.857142857,0.5,1,1,1,1,1,1,1,stress1,5,0,6,9,-3,83,35,male,native language,right,1,1
215,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,stress2,0,0,6,9,-3,83,35,male,native language,right,1,1
217,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,calm,-5,0,1,9,-8,83,35,male,native language,right,1,1
221,0,0,0,0,0.444444444,1,0,0.333333333,0.555555556,0,1,0.666666667,1,1,0.824864596,1,1,stress1,0,0,9,1,8,85,23,male,native language,right,1,1
223,0,0,0,0,0.428571429,0.857142857,0.142857143,0.285714286,0.571428571,0.142857143,0.857142857,0.714285714,1,1,1,1,1,stress2,0,8,9,9,0,85,23,male,native language,right,1,1
220,0,0,0,0,0.571428571,1,0,0.666666667,0.428571429,0,1,0.333333333,1,1,1,1,1,calm,0,0,9,9,0,85,23,male,native language,right,1,1
222,0.125,0,0,0.5,0.428571429,0.5,0,0.666666667,0.571428571,0.5,1,0.333333333,0.875,1,0.73783645,1,0.5,calm,3,0,8,6,2,86,24,male,native language,right,1,1
225,0,0,0,0,0.222222222,0.333333333,0,0.333333333,0.777777778,0.666666667,1,0.666666667,1,1,0.824864596,1,1,stress1,-3,0,5,6,-1,86,24,male,native language,right,1,1
219,0,0,0,0,0.333333333,0.571428571,0.285714286,0.142857143,0.666666667,0.428571429,0.714285714,0.857142857,1,1,1,1,1,stress2,0,-1,5,5,0,86,24,male,native language,right,1,1
226,0,0,0,0,0.285714286,0.5,0,0.333333333,0.714285714,0.5,1,0.666666667,1,1,1,1,1,calm,0,0,1,9,-8,88,26,male,native language,right,1,1
228,0,0,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0.333333333,1,0.666666667,1,1,1,1,1,stress1,3,-4,4,5,-1,88,26,male,native language,right,1,1
224,0.111111111,0,0.333333333,0,0.428571429,0.857142857,0.142857143,0.285714286,0.571428571,0.142857143,0.857142857,0.714285714,0.888888889,1,1,0.666666667,1,stress2,3,0,7,5,2,88,26,male,native language,right,1,1
227,0.25,0,0,1,0.142857143,0.5,0,0,0.857142857,0.5,1,1,0.75,1,1,1,0,stress1,2,0,5,8,-3,87,25,male,native language,right,1,1
229,0,0,0,0,0.111111111,0,0.333333333,0,0.888888889,1,0.666666667,1,1,1,1,1,1,stress2,-3,1,2,9,-7,87,25,male,native language,right,1,1
230,0.111111111,0,0,0.333333333,0.142857143,0.142857143,0.285714286,0,0.857142857,0.857142857,0.714285714,1,0.888888889,1,1,1,0.666666667,calm,0,0,2,9,-7,87,25,male,native language,right,1,1
